Medicine Name, Quantity, Chemical Name, Compnay Name, Unit Price
Skilin,5% w/w,Permethrin,General Pharmaceuticals Ltd.,15 gm tube : ৳ 25.00
Skilox,250 mg,Flucloxacillin Sodium,Healthcare Pharmacuticals Limited,Unit Price : ৳ 6.00
Skilox,500 mg,Flucloxacillin Sodium,Healthcare Pharmacuticals Limited,Unit Price : ৳ 10.00
Skilox,125 mg/5 ml,Flucloxacillin Sodium,Healthcare Pharmacuticals Limited,100 ml bottle : ৳ 62.00
Skinabin,250 mg,Terbinafine Hydrochloride,ACI Limited,Unit Price : ৳ 40.00
Skinabin,1%,Terbinafine Hydrochloride,ACI Limited,5 gm tube : ৳ 35.00
Skinaderm,0.1%,Triamcinolone Acetonide (Topical),Kemiko Pharmaceuticals Ltd.,10 gm tube : ৳ 20.06
Skinalar,0.025%,Fluocinolone Acetonide,ACI Limited,5 gm tube : ৳ 38.12
Skinalar,0.025%,Fluocinolone Acetonide,ACI Limited,5 gm tube : ৳ 38.12
Skinalar-N,0.025% + 0.5%,Fluocinolone Acetonide + Neomycin Sulfate,ACI Limited,5 gm tube : ৳ 40.12
Skinalar-N,0.025% + 0.5%,Fluocinolone Acetonide + Neomycin Sulfate,ACI Limited,5 gm tube : ৳ 40.12
Skino,6% + 3%,Benzoic Acid + Salicylic Acid,Biogene Pharma Ltd.,Price not available
Skinovate,0.05%,Clobetasol Propionate,Gaco Pharmaceuticals Ltd.,10 gm tube : ৳ 35.00
Skisia,2.5%+2.5%,Lidocaine + Prilocaine,Healthcare Pharmacuticals Limited,5 gm tube : ৳ 135.00
Skycillin,250 mg,Ampicillin,Skylab Pharmaceuticals Ltd.,Unit Price : ৳ 2.12
Skytex,40 mg,Levamisole,Skylab Pharmaceuticals Ltd.,Unit Price : ৳ 0.45
Skytex,40 mg/5 ml,Levamisole,Skylab Pharmaceuticals Ltd.,15 ml bottle : ৳ 6.00
Slaken,10 mg,Baclofen,APC Pharma Ltd.,Price not available
Sleepil,1 mg,Eszopiclone,Aristopharma Ltd.,Unit Price : ৳ 2.00
Sleepil,2 mg,Eszopiclone,Aristopharma Ltd.,Unit Price : ৳ 3.00
Sleepon,1 mg,Eszopiclone,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 2.01
Sleepon,2 mg,Eszopiclone,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 3.01
Slimfast,120 mg,Orlistat,Healthcare Pharmacuticals Limited,Unit Price : ৳ 60.00
Slimi,60 mg,Orlistat,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 30.00
Slipaid,3 mg,Doxepin (Oral),Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Slipaid,6 mg,Doxepin (Oral),Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Slipam,15 mg,Flurazepam,General Pharmaceuticals Ltd.,Unit Price : ৳ 4.51
Slipam,30 mg,Flurazepam,General Pharmaceuticals Ltd.,Unit Price : ৳ 8.03
Sliptin,25 mg,Sitagliptin,Drug International Limited,Unit Price : ৳ 8.05
Sliptin,50 mg,Sitagliptin,Drug International Limited,Unit Price : ৳ 15.05
Sliptin,100 mg,Sitagliptin,Drug International Limited,Unit Price : ৳ 28.10
Sliptin M-ER,50 mg+1000 mg,Sitagliptin + Metformin Hydrochloride,Drug International Limited,Unit Price : ৳ 17.99
Sliptin-M,50 mg+500 mg,Sitagliptin + Metformin Hydrochloride,Drug International Limited,Unit Price : ৳ 16.04
Sliptin-M,50 mg+1000 mg,Sitagliptin + Metformin Hydrochloride,Drug International Limited,Unit Price : ৳ 18.08
Sliptin-M ER,50 mg+500 mg,Sitagliptin + Metformin Hydrochloride,Drug International Limited,Unit Price : ৳ 15.99
Slona,2 mg,Clonazepam,Silco Pharmaceutical Ltd.,Price not available
SMC Zinc,20 mg,Zinc Sulphate Monohydrate,Social Marketing Company,Unit Price : ৳ 1.70
Smile,(30 mg+100 mg+1.25 mg) / 5 ml,Pseudoephedrine + Guaiphenasine + Triprolidine,Nipa Pharmaceuticals Ltd.,100 ml bottle : ৳ 35.00
SMR,10 mg,Baclofen,Amulet Pharmaceuticals Ltd.,Unit Price : ৳ 8.03
Snizex,137 mcg/spray,Azelastine Hydrochloride,Square Pharmaceuticals Ltd.,120 metered sprays : ৳ 181.22
Snofas,27.5 mcg/spray,Fluticasone Furoate,Opsonin Pharma Limited,120 metered sprays : ৳ 250.01
Sod. Stibogluconate,100 mg/ml,Sodium Stibogluconate,Essential Drugs Company Ltd.,30 ml vial : ৳ 310.00
Sodal,(500 mg+100 mg)/5 ml,Sodium Alginate + Potassium Bicarbonate,Benham Pharmaceuticals Ltd.,200 ml bottle : ৳ 150.00
Sodib,7.5%,Sodium Bicarbonate,Jayson Pharma Ltd.,25 ml vial : ৳ 25.08
Sodicarb,600 mg,Sodium Bicarbonate,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
Sodicrom,2%,Sodium Cromoglicate 2% (Eye/Nasal),Popular Pharmaceuticals Ltd.,10 ml drop : ৳ 60.22
Sodicrom DS,4%,Sodium Cromoglicate 4% (Eye/Nasal Drops),Popular Pharmaceuticals Ltd.,10 ml drop : ৳ 75.28
Sodicrom DS,4%,Sodium Cromoglicate 4% (Eye/Nasal Drops),Popular Pharmaceuticals Ltd.,10 ml drop : ৳ 50.92
Sodinate,600 mg,Sodium Bicarbonate,Opsonin Pharma Limited,Unit Price : ৳ 6.02
Sodival,300 mg,Sodium Valproate,ACI Limited,Unit Price : ৳ 3.60
Sodival,500 mg,Sodium Valproate,ACI Limited,Unit Price : ৳ 10.00
Sodival,200 mg,Sodium Valproate,ACI Limited,Unit Price : ৳ 2.40
Sodival,200 mg/5 ml,Sodium Valproate,ACI Limited,100 ml bottle : ৳ 80.00
Sofa,250 mg,Flucloxacillin Sodium,Apollo Pharmaceutical Laboratories Ltd.,Unit Price : ৳ 5.25
Sofa,500 mg,Flucloxacillin Sodium,Apollo Pharmaceutical Laboratories Ltd.,Unit Price : ৳ 10.00
Sofa,125 mg/5 ml,Flucloxacillin Sodium,Apollo Pharmaceutical Laboratories Ltd.,100 ml bottle : ৳ 60.00
Sofenib,200 mg,Sorafenib,Renata Limited,Unit Price : ৳ 293.84
Soflax,100 mg,Docusate Sodium,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 4.00
Sofomax,400 mg,Sofosbuvir,ACI Limited,Unit Price : ৳ 700.00
Sofomax,400 mg,Sofosbuvir,Aristopharma Ltd.,Unit Price : ৳ 700.00
Sofomax Duo,90 mg+400 mg,Ledipasvir + Sofosbuvir,ACI Limited,Unit Price : ৳ 1,000.00
Soforal,400 mg,Sofosbuvir,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 600.00
Soforal-LP,90 mg+400 mg,Ledipasvir + Sofosbuvir,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 1,000.00
Sofosvel,400 mg+100 mg,Sofosbuvir + Velpatasvir,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 1,170.00
Sofovir-C,400 mg,Sofosbuvir,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 350.00
Sofoxen,400 mg,Sofosbuvir,Everest Pharmaceuticals Ltd.,Price not available
Softapen,500 mg,Flucloxacillin Sodium,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 11.00
Softapen,125 mg/5 ml,Flucloxacillin Sodium,Rephco Pharmaceuticals Ltd.,100 ml bottle : ৳ 70.00
Softi,7.5%,Zinc Oxide,Eskayef Bangladesh Ltd.,15 gm pack : ৳ 34.97
Softner,3.35 gm/5 ml,Lactulose,Rephco Pharmaceuticals Ltd.,Price not available
Solagen,100 mg,Mebendazole,Biogene Pharma Ltd.,Price not available
Solagen,100 mg/5 ml,Mebendazole,Biogene Pharma Ltd.,Price not available
Solas,100 mg,Mebendazole,Opsonin Pharma Limited,Unit Price : ৳ 1.15
Solas,100 mg/5 ml,Mebendazole,Opsonin Pharma Limited,30 ml bottle : ৳ 18.25
Solas,500 mg,Mebendazole,Opsonin Pharma Limited,Unit Price : ৳ 3.48
SolaScren,8%+2%+3%+2%,Padimate O + Avobenzone + Oxybenzone + Titanium dioxide,Incepta Pharmaceuticals Limited,60 ml bottle : ৳ 400.00
Solbion,,Vitamin B1| B6 & B12,Eskayef Bangladesh Ltd.,3 ml ampoule : ৳ 25.00
Solbion,,Vitamin B1| B6 & B12,Eskayef Bangladesh Ltd.,Unit Price : ৳ 8.00
Solex,,Camphor + Menthol + Oil Clove + Oil Eucalyptus + Oil Turpentine,BS Industries Ltd,Price not available
Solicare,5 mg,Solifenacin Succinate,Acme Laboratories Limited,Unit Price : ৳ 15.00
Solicare,10 mg,Solifenacin Succinate,Acme Laboratories Limited,Unit Price : ৳ 29.99
Solider,10 mg,Solifenacin Succinate,Square Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
Solider,5 mg,Solifenacin Succinate,Square Pharmaceuticals Ltd.,Unit Price : ৳ 14.99
Solifen,5 mg,Solifenacin Succinate,Aristopharma Ltd.,Unit Price : ৳ 20.00
Solivo,375 mg+20 mg,Naproxen Sodium + Esomeprazole,Healthcare Pharmacuticals Limited,Unit Price : ৳ 13.00
Solivo,500 mg+20 mg,Naproxen Sodium + Esomeprazole,Healthcare Pharmacuticals Limited,Unit Price : ৳ 15.00
Solo,0.9%,Sodium Chloride (Intravenous Solution),Square Pharmaceuticals Ltd.,500 ml bag : ৳ 67.85
Solo,0.9%,Sodium Chloride (Nasal preparation),Square Pharmaceuticals Ltd.,10 ml drop : ৳ 23.07
Solodex,0.9% + 5%,Sodium Chloride + Dextrose,Square Pharmaceuticals Ltd.,1000 ml bag : ৳ 101.20
Solodex Baby,0.225% + 5%,Sodium Chloride + Dextrose,Square Pharmaceuticals Ltd.,500 ml bag : ৳ 72.45
Solodex JR,0.45%+5%,Sodium Chloride + Dextrose,Square Pharmaceuticals Ltd.,500 ml bag : ৳ 73.60
Solone,10 mg,Prednisolone (Oral / Injection),ACI Limited,Unit Price : ৳ 3.23
Solone,20 mg,Prednisolone (Oral / Injection),ACI Limited,Unit Price : ৳ 6.27
Solone,5 mg,Prednisolone (Oral / Injection),ACI Limited,Unit Price : ৳ 1.72
Solone,5 mg/5 ml,Prednisolone (Oral / Injection),ACI Limited,50 ml bottle : ৳ 65.00
Solrin,75 mg,Aspirin,Opsonin Pharma Limited,Unit Price : ৳ 0.63
Solu-medrol,40 mg/ml,Methyl Prednisolone Sodium Succcinate,Pfizer,40 mg vial : ৳ 359.26
Solu-medrol,125 mg/vial,Methyl Prednisolone Sodium Succcinate,Pfizer,125 mg vial : ৳ 598.77
Solu-medrol,500 mg/vial,Methyl Prednisolone Sodium Succcinate,Pfizer,500 mg vial : ৳ 1,580.24
Solu-medrol,1 gm/vial,Methyl Prednisolone Sodium Succcinate,Pfizer,1 gm vial : ৳ 1,975.65
Solumed,40 mg/ml,Methyl Prednisolone Acetate,Aristopharma Ltd.,40 mg vial : ৳ 75.00
Solumed,80 mg/ml,Methyl Prednisolone Acetate,Aristopharma Ltd.,80 mg vial : ৳ 100.00
Solupred,125 mg/vial,Methyl Prednisolone Sodium Succcinate,Ziska Pharmaceuticals Limited,125 mg vial : ৳ 200.01
Solupred,500 mg/vial,Methyl Prednisolone Sodium Succcinate,Ziska Pharmaceuticals Limited,500 mg vial : ৳ 600.00
Solupred,1 gm/vial,Methyl Prednisolone Sodium Succcinate,Ziska Pharmaceuticals Limited,1 gm vial : ৳ 1,000.00
Solupred,16 mg,Methyl Prednisolone,Ziska Pharmaceuticals Limited,Unit Price : ৳ 15.00
Solupred,2 mg,Methyl Prednisolone,Ziska Pharmaceuticals Limited,Unit Price : ৳ 3.00
Solupred,4 mg,Methyl Prednisolone,Ziska Pharmaceuticals Limited,Unit Price : ৳ 5.00
Solupred,8 mg,Methyl Prednisolone,Ziska Pharmaceuticals Limited,Unit Price : ৳ 8.00
Soluzinc,10 mg/5 ml,Zinc Sulphate Monohydrate,Popular Pharmaceuticals Ltd.,100 ml bottle : ৳ 30.10
Solvit-B,,Vitamin B complex,Eskayef Bangladesh Ltd.,Unit Price : ৳ 0.62
Solvit-M,,Multivitamin & Multimineral,Eskayef Bangladesh Ltd.,Unit Price : ৳ 2.00
Solvitone,,Vitamin B complex,Eskayef Bangladesh Ltd.,100 ml bottle : ৳ 35.54
Som-20,20 mg,Omeprazole,Shamsul Al-Amin  Pharmaceutical Ltd.,Unit Price : ৳ 4.50
Som-40,40 mg,Omeprazole,Shamsul Al-Amin  Pharmaceutical Ltd.,Unit Price : ৳ 5.00
Somarant,10 mg,Suvorexant,Incepta Pharmaceuticals Limited,Unit Price : ৳ 35.00
Somazole,40 mg,Esomeprazole,Ad-din pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Somazole,20 mg,Esomeprazole,Ad-din pharmaceuticals Ltd.,Unit Price : ৳ 5.00
Sominex,1 mg,Eszopiclone,Eskayef Bangladesh Ltd.,Unit Price : ৳ 2.00
Sominex,2 mg,Eszopiclone,Eskayef Bangladesh Ltd.,Unit Price : ৳ 3.00
Somna,5 mg,Zaleplon,Square Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
Somna,10 mg,Zaleplon,Square Pharmaceuticals Ltd.,Unit Price : ৳ 7.00
Somolax,60 mg,Alverine Citrate,Incepta Pharmaceuticals Limited,Unit Price : ৳ 4.00
Somopin,3 mg,Doxepin (Oral),Incepta Pharmaceuticals Limited,Unit Price : ৳ 6.00
Somopin,6 mg,Doxepin (Oral),Incepta Pharmaceuticals Limited,Unit Price : ৳ 10.00
Sompraz,20 mg,Esomeprazole,Sun Pharmaceutical (Bangladesh) Limited,Unit Price : ৳ 7.00
Sompraz,40 mg,Esomeprazole,Sun Pharmaceutical (Bangladesh) Limited,Unit Price : ৳ 9.50
Sonap,250 mg,Naproxen Sodium,Square Pharmaceuticals Ltd.,Unit Price : ৳ 4.03
Sonap,500 mg,Naproxen Sodium,Square Pharmaceuticals Ltd.,Unit Price : ৳ 7.04
Sonap,500 mg,Naproxen Sodium,Square Pharmaceuticals Ltd.,Unit Price : ৳ 12.09
Sonap,10% w/w,Naproxen Sodium,Square Pharmaceuticals Ltd.,15 gm tube : ৳ 60.40
Soneta,0.1%,Mometasone Furoate (Topical),Aristopharma Ltd.,5 gm tube : ৳ 100.00
Soneta,0.1%,Mometasone Furoate (Topical),Aristopharma Ltd.,5 gm tube : ৳ 100.00
Sonexa,0.1%,Dexamethasone Sodium Phosphate (E/E),Aristopharma Ltd.,5 ml drop : ৳ 70.00
Sonexa,0.05%,Dexamethasone Sodium Phosphate (E/E),Aristopharma Ltd.,3 gm tube : ৳ 80.00
Sonexa,4 mg,Dexamethasone Sodium Phosphate,Aristopharma Ltd.,Unit Price : ৳ 11.00
Sonexa,5 mg/ml,Dexamethasone Sodium Phosphate,Aristopharma Ltd.,1 ml ampoule : ৳ 15.00
Sonexa C,0.1%+0.5%,Dexamethasone + Chloramphenicol,Aristopharma Ltd.,5 ml drop : ৳ 70.00
Sonexim,200 mg,Cefixime Trihydrate,S.N. Pharmaceutical Ltd.,Unit Price : ৳ 30.00
Sonexim,100 mg/5 ml,Cefixime Trihydrate,S.N. Pharmaceutical Ltd.,50 ml bottle : ৳ 160.00
Sonib,200 mg,Sorafenib,Drug International Limited,Unit Price : ৳ 250.00
Sono,1 mg,Eszopiclone,Acme Laboratories Limited,Unit Price : ৳ 2.01
Sono,2 mg,Eszopiclone,Acme Laboratories Limited,Unit Price : ৳ 3.00
Soracent,200 mg,Sorafenib,Incepta Pharmaceuticals Limited,Unit Price : ৳ 275.00
Sorafen,200 mg,Sorafenib,Techno Drugs Ltd.,Unit Price : ৳ 300.00
Soranix,200 mg,Sorafenib,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 250.00
Sorex,5%,Amlexanox,Eskayef Bangladesh Ltd.,5 gm tube : ৳ 75.00
Soria-D,0.05%+0.005%,Betamethasone + Calcipotriol,Ziska Pharmaceuticals Limited,20 gm tube : ৳ 380.01
Soricap,25 mg,Acitretin,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 75.00
Soricap,10 mg,Acitretin,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 40.00
Soritar,10%,Coal Tar,Unimed Unihealth MFG. Ltd.,50 gm tube : ৳ 300.00
Soritar,12% + 4% + 2%,Coal Tar + Precipitated Sulphur + Salicylic Acid,Unimed Unihealth MFG. Ltd.,30 gm tube : ৳ 200.00
Soritec,10 mg,Acitretin,ACI Limited,Unit Price : ৳ 45.14
Soritec,25 mg,Acitretin,ACI Limited,Unit Price : ৳ 85.26
Soritene,0.1%,Tazarotene,Beximco Pharmaceuticals Ltd.,25 gm tube : ৳ 151.00
Sos Saline,13.95 gm,Oral Rehydration Salt (Powder),Supreme Pharmaceutical Ltd.,Unit Price : ৳ 4.58
Sotalex,80 mg,Sotalol Hydrochloride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 10.00
Soto,250 mg,Azithromycin,Hudson Pharmaceuticals Ltd.,Price not available
Soto,500 mg,Azithromycin,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 32.00
Soto,200 mg/5 ml,Azithromycin,Hudson Pharmaceuticals Ltd.,35 ml bottle : ৳ 130.00
Soval,200 mg,Sodium Valproate,Aristopharma Ltd.,Price not available
Soval,200 mg/5 ml,Sodium Valproate,Aristopharma Ltd.,Price not available
Sovalvir,400 mg,Sofosbuvir,Healthcare Pharmacuticals Limited,Unit Price : ৳ 461.71
Soventa,400 mg,Sofosbuvir,Eskayef Bangladesh Ltd.,Unit Price : ৳ 587.69
Sovir,400 mg,Sofosbuvir,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 700.00
Spa,20 mg,Hyoscine Butylbromide,Cosmic Pharma Limited,Price not available
Spacef,200 mg,Cefditoren,General Pharmaceuticals Ltd.,Price not available
Spacef,400 mg,Cefditoren,General Pharmaceuticals Ltd.,Price not available
Spacin,200 mg,Sparfloxacin,SANDOZ (A Novartis Division),Unit Price : ৳ 26.00
Spadyl,50 mg,Tiemonium Methylsulphate,Social Marketing Company,Unit Price : ৳ 5.00
Spaflex,5 mg,Baclofen,Nuvista Pharma Limited,Unit Price : ৳ 4.50
Spaflex,10 mg,Baclofen,Nuvista Pharma Limited,Unit Price : ৳ 8.00
Spagin,10 mg,Hyoscine Butylbromide,Therapeutics Bangladesh Ltd.,Price not available
Spakem,5 mg,Baclofen,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 4.50
Spakem,10 mg,Baclofen,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 8.00
Spalox,200 mg,Sparfloxacin,Edruc Ltd.,Unit Price : ৳ 16.00
Span,40 mg,Drotaverine,Opsonin Pharma Limited,Unit Price : ৳ 1.76
Spanil,10 mg,Hyoscine Butylbromide,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 6.90
Spanium,50 mg,Tiemonium Methylsulphate,Ziska Pharmaceuticals Limited,Unit Price : ৳ 4.00
Spanium,5 mg/2 ml,Tiemonium Methylsulphate,Ziska Pharmaceuticals Limited,2 ml ampoule : ৳ 15.00
Spar,200 mg,Sparfloxacin,Globe Pharmaceuticals Limited.,Unit Price : ৳ 20.00
Sparcin,200 mg,Sparfloxacin,Chemist Laboratories  Limited.,Unit Price : ৳ 15.00
Spardon,200 mg,Sparfloxacin,Apollo Pharmaceutical Laboratories Ltd.,Unit Price : ৳ 16.00
Sparel,50 mg,Tiemonium Methylsulphate,Veritas Pharmaceuticals Ltd.,Unit Price : ৳ 6.01
Sparflox,200 mg,Sparfloxacin,Alco Pharma Limited,Unit Price : ৳ 15.98
Sparfloxin,200 mg,Sparfloxacin,Desh Pharmaceuticals Ltd.,Unit Price : ৳ 12.00
Spark,200 mg,Sparfloxacin,Navana Pharmaceuticals Limited,Unit Price : ৳ 15.05
Sparlin,200 mg,Sparfloxacin,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 15.06
Sparonex,200 mg,Sparfloxacin,Drug International Limited,Unit Price : ৳ 17.98
Spasmin,10 mg,Hyoscine Butylbromide,Doctor’s Chemical Works Ltd.,Unit Price : ৳ 3.80
Spasmonin,10 mg,Hyoscine Butylbromide,Monicopharma Limited,Price not available
Spasmoson,10 mg,Hyoscine Butylbromide,Jayson Pharma Ltd.,Unit Price : ৳ 6.80
Spasmoson,20 mg/ml,Hyoscine Butylbromide,Jayson Pharma Ltd.,1 ml ampoule : ৳ 29.00
Spasmozen,10 mg,Hyoscine Butylbromide,Zenith Pharmaceuticals Ltd.,Unit Price : ৳ 1.80
Spason,50 mg,Tiemonium Methylsulphate,Astra Biopharmaceuticals Ltd.,Unit Price : ৳ 6.00
Spasverin,60 mg,Alverine Citrate,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 5.02
Spaxin,200 mg,Sparfloxacin,Pharmadesh Laboratories Ltd.,Price not available
Spazin,50 mg,Tiemonium Methylsulphate,Euro Pharma Ltd.,Unit Price : ৳ 5.00
Specbac,500 mg/vial,Meropenem Trihydrate,Square Pharmaceuticals Ltd.,500 mg vial : ৳ 700.00
Specbac,1 gm/vial,Meropenem Trihydrate,Square Pharmaceuticals Ltd.,1 gm vial : ৳ 1,300.00
Specbac,250 mg/vial,Meropenem Trihydrate,Square Pharmaceuticals Ltd.,250 mg vial : ৳ 400.00
Spectazole,1%,Econazole Nitrate,Healthcare Pharmacuticals Limited,10 gm tube : ৳ 35.00
Spectazole N,1% + 0.1%,Econazole Nitrate + Triamcinolone Acetonide,Healthcare Pharmacuticals Limited,10 gm tube : ৳ 40.01
Spectra,500 mg,Ciprofloxacin,Jayson Pharma Ltd.,Unit Price : ৳ 10.19
Spectra,0.3%,Ciprofloxacin (Eye/Ear),Jayson Pharma Ltd.,5 ml drop : ৳ 40.12
SpectraBAN 19,15%,Microfine Zinc Oxide,Stiefel Laboratories Ltd.,50 gm tube : ৳ 660.00
SpectraBAN 28,15%,Microfine Zinc Oxide,Stiefel Laboratories Ltd.,60 ml tube : ৳ 552.00
SpectraBAN 60,10%+7%+3.5%+1%,Microfine Zinc Oxide + Octyl methoxycinnamate + Methylbenzylidene camphor + Butyl methoxy dibenzoylmethane,GlaxoSmithKline,60 gm tube : ৳ 849.00
SpectraBAN Ultra 28,2%+2%+0.8%+3%,Titanium dioxide + Butyl methoxydibenzoyl methane + Padimate + Oxybenzone,GlaxoSmithKline,60 ml bottle : ৳ 499.21
Sperdal,1 mg/ml,Risperidone,Sanofi Bangladesh Limited,100 ml bottle : ৳ 300.00
Sperdal,1 mg,Risperidone,Sanofi Bangladesh Limited,Unit Price : ৳ 3.01
Sperdal,2 mg,Risperidone,Sanofi Bangladesh Limited,Unit Price : ৳ 5.02
Sperdal,4 mg,Risperidone,Sanofi Bangladesh Limited,Unit Price : ৳ 8.03
Sperid,1 mg,Risperidone,Renata Limited,Unit Price : ৳ 1.50
Sperid,2 mg,Risperidone,Renata Limited,Unit Price : ৳ 2.01
Spinafen,10 mg,Baclofen,Globe Pharmaceuticals Limited.,Unit Price : ৳ 8.00
Spinax,10 mg,Baclofen,Edruc Ltd.,Unit Price : ৳ 8.00
Spine-B,,Vitamin B1| B6 & B12,Novus Pharmaceuticals Ltd.,Price not available
Spino,(5 mg+80 mg)/ml,Bupivacaine Hydrochloride + Dextrose,Incepta Pharmaceuticals Limited,4 ml ampoule : ৳ 30.00
Spinofen,10 mg,Baclofen,Sharif Pharmaceuticals Ltd.,Unit Price : ৳ 7.99
Spiretic,25 mg,Spironolactone,Drug International Limited,Unit Price : ৳ 5.00
Spirocard,25 mg,Spironolactone,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 5.02
Spirocard,100 mg,Spironolactone,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 18.07
Spirocard Plus,20 mg+50 mg,Furosemide + Spironolactone,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
Spiromid,20 mg+50 mg,Furosemide + Spironolactone,Virgo Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Spiron,25 mg,Spironolactone,Therapeutics Bangladesh Ltd.,Price not available
Spirul,50 mg,Spironolactone,National Laboratories Ltd.,Price not available
Splendora,2%,Minoxidil,Square Pharmaceuticals Ltd.,60 ml bottle : ৳ 500.00
Splendora,5%,Minoxidil,Square Pharmaceuticals Ltd.,60 ml bottle : ৳ 601.81
Sporin,250 mg,Cephradine,Marksman Pharmaceuticals Ltd.,Price not available
Sporin,500 mg,Cephradine,Marksman Pharmaceuticals Ltd.,Price not available
Sporin,125 mg/5 ml,Cephradine,Marksman Pharmaceuticals Ltd.,Price not available
Sporin,125 mg/1.25 ml,Cephradine,Marksman Pharmaceuticals Ltd.,Price not available
Sporium,100 mg/ml,Cyclosporine,Incepta Pharmaceuticals Limited,50 ml bottle : ৳ 2,385.00
Sporium,0.05%,Cyclosporine (Ophthalmic Emulsion),Incepta Pharmaceuticals Limited,5 ml drop : ৳ 210.00
Spotclen,4%,Hydroquinone,Incepta Pharmaceuticals Limited,10 gm tube : ৳ 50.00
Spotclen Plus,,Hydroquinone + Octyldimethyl P-aminobenzoate + Dioxybenzone + Oxybenzone,Incepta Pharmaceuticals Limited,10 gm tube : ৳ 80.00
Spotnil,0.01% + 4% + 0.05%,Fluocinolone Acetonide + Hydroquinone + Tretinoin,Edruc Ltd.,30 gm tube : ৳ 190.00
Sprinkles,1 gm/sachet,Iron + Folic Acid + Vitamin A + Vitamin C + Zinc,Renata Limited,1 gm sachet : ৳ 2.50
Spulyt,4 mg/5 ml,Bromhexine Hyrdochloride,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 40.00
Spulyt,8 mg,Bromhexine Hyrdochloride,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
Sputen,4 mg/5 ml,Bromhexine Hyrdochloride,Silva Pharmaceuticals Ltd.,100 ml bottle : ৳ 30.11
Sq Cycline,250 mg,Oxytetracycline,Square Pharmaceuticals Ltd.,Unit Price : ৳ 1.21
SQ-Mycetin,0.5%,Chloramphenicol,Square Pharmaceuticals Ltd.,10 ml drop : ৳ 34.50
Square Zinc,20 mg,Zinc Sulphate Monohydrate,Square Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
SR Saline,13.95 gm,Oral Rehydration Salt (Powder),Seema Pharmaceuticals Ltd.,Unit Price : ৳ 4.55
Stacor,10 mg,Atorvastatin Calcium,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 10.00
Stacor,20 mg,Atorvastatin Calcium,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 18.00
Stacor,40 mg,Atorvastatin Calcium,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 24.00
Stafen,0.025%,Ketotifen Fumarate (Eye drops),Aristopharma Ltd.,5 ml drop : ৳ 100.00
Stafen,1 mg,Ketotifen Fumarate (Oral),Aristopharma Ltd.,Unit Price : ৳ 2.50
Stafen,1 mg/5 ml,Ketotifen Fumarate (Oral),Aristopharma Ltd.,100 ml bottle : ৳ 55.00
Stafoxin,125 mg/5 ml,Flucloxacillin Sodium,Aristopharma Ltd.,100 ml bottle : ৳ 60.00
Stafoxin,250 mg,Flucloxacillin Sodium,Aristopharma Ltd.,Unit Price : ৳ 5.50
Stafoxin,500 mg,Flucloxacillin Sodium,Aristopharma Ltd.,Unit Price : ৳ 10.00
Stalac,3.35 gm/5 ml,Lactulose,Standard Laboratories Limited,Price not available
Stalevo,75 mg+18.75 mg+200 mg,Levodopa + Carbidopa + Entacapone,Novartis (Bangladesh) Limited,Unit Price : ৳ 85.32
Stalevo,125 mg+31.25 mg+200 mg,Levodopa + Carbidopa + Entacapone,Novartis (Bangladesh) Limited,Unit Price : ৳ 85.32
